1,Important: Update your KYC details at http://kyc-update.com to avoid account suspension.,,,
1,ICICI બેન્ક: તમારા કૉંગ્રેસમાં છે. http://icici-verify.com પર તમારા કૉંગ્રેસનો ઉપયોગ કરી શકો છો.,,,
1,विशेष प्रचार: अपने पहले जमा पर 100% बोनस प्राप्त करें. http://bonus-deposit.com पर साइन अप करें.,,,
1,Your Canara Bank account has a problem. solve it at http://canara-resolve.com.,,,
1,Tata Sky એક્સપ્રેસ પર 70% રુપિયા મેળવી શકો છો. http://tata-sky-offer.com.,,,
0,"₹1,000 તમારા ICICI બેન્ક કૉલેજ પર ટ્રાન્સફર કરવામાં આવી છે.",,,
1,Your Paytm wallet needs verification. visit http://verify-paytm.com to continue using the service.,,,
0,ಕಲಬುರಗಿ ಸ 11:ಬರುವ ವರ್ಷದ ಅಕ್ಟೋಬರ್ 2 ರೊಳಗೆ ದೇಶವನ್ನು ಬಯಲು ಶೌಚ ಮುಕ್ತ ರಾಷ್ಟ್ರವನ್ನಾಗಿ ಘೋಷಿಸುವ ಉದ್ದೇಶವನ್ನು ಕೇಂದ್ರ ಸರಕಾರ ಹೊಂದಿದೆ ಎಂದು ಕೇಂದ್ರ ಕುಡಿಯುವ ನೀರು ಮತ್ತು ನೈರ್ಮಲ್ಯ ಖಾತೆ ಸಚಿವ ರಮೇಶ ಜಿಗಜಿಣಗಿ ಹೇಳಿದರು.,,,
0,हमारी सेवा के बारे में आपकी प्रतिक्रिया के लिए धन्यवाद।,,,
1,"আপনার ICICI ক্রেডিট কার্ড একটি অজানা অবস্থানে ₹10,000 টাক করা হয়েছে. http://card-fraud.com.",,,
0,"IDBI வங்கி: 03-ஜூலை 2024 இல் Flipkart இல் உங்கள் சமீபத்திய ₹2,500 கட்டணம் உறுதிப்படுத்தப்பட்டது.",,,
1,તમારા Kotak Mahindra કોલેજની જરૂર છે. http://verify-kotak.com પર क्लिक करें.,,,
1,"Dear Customer, your income tax refund of ₹50,000 is pending. Submit your details at http://tax-refund.com.",,,
1,Exclusive offer: Buy one get one free at http://bogo-offer.com. limited time only!,,,
1,ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ.,,,
0,Next articleબ્રહ્મચારીઓએ ગ્રાહકોને ગ્રાહકોને ગ્રાહકોને ગ્રાહકોને ગ્રાહકોને ગ્રાહકોને ગ્રાહકોને ગ્રાહકોને ગ્રાહકોને ગ્રાહકોને ગ્રાહકોને ગ્રાહકોને ગ્રાહકોને ગ્રાહકોને,,,
1,Your order #12345 from Flipkart is delayed. Visit http://track-order.com for details.,,,
0,Please find the attached document for your review.,,,
0,உங்கள் முகவரியில் பரிசு வழங்கப்பட்டது.,,,
1,"Dear customer, your Aadhaar has been suspended. Update details at http://aadhaar-update.com.",,,
1,Amazon: Your account has been selected for a gift card. http://amazon-gift.com.,,,
0,Your flight has been rescheduled. your email check for details. - ನಿಮ್ಮ ವಿಮಾನ ನಿಲ್ದಾಣವನ್ನು ಪರಿಶೀಲಿಸಿ.,,,
1,તમારા Aadhaar સપ્તાહમાં છે. update details at http://aadhaar-update.com.,,,
0,"Dear Customer, ₹1,000 has been credited to your ICICI Bank account. Available balance: ₹5,000.",,,
0,Amazon Package સપ્તાહમાં સપ્તાહમાં સપ્તાહમાં સપ્તાહમાં સપ્તાહમાં સપ્તાહમાં સપ્તાહમાં,,,
0,Please complete the survey and share your feedback.,,,
1,ICICI ബാങ്ക്: നിങ്ങളുടെ അക്കൗണ്ട് അപകടത്തിലുണ്ട്. http://icici-verify.com ൽ നിങ്ങളുടെ വിവരങ്ങൾ പരിശോധിക്കുക.,,,
0,ಕಲಬುರಗಿ ಸ 11:ಬರುವ ವರ್ಷದ ಅಕ್ಟೋಬರ್ 2 ರೊಳಗೆ ದೇಶವನ್ನು ಬಯಲು ಶೌಚ ಮುಕ್ತ ರಾಷ್ಟ್ರವನ್ನಾಗಿ ಘೋಷಿಸುವ ಉದ್ದೇಶವನ್ನು ಕೇಂದ್ರ ಸರಕಾರ ಹೊಂದಿದೆ ಎಂದು ಕೇಂದ್ರ ಕುಡಿಯುವ ನೀರು ಮತ್ತು ನೈರ್ಮಲ್ಯ ಖಾತೆ ಸಚಿವ,,,
0,Please find the attached document for your review.,,,
1,ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ.,,,
1,Your Canara Bank account has a problem. solve it at http://canara-resolve.com.,,,
1,ನಿಮ್ಮ ಅಪ್ಲಿಕೇಶನ್ ಖರೀದಿಸಬಹುದು.Pay now at http://insurance-payment.com to avoid policy gap.,,,
0,ನಾವು ಹೊಸದಾಗಿ ನಮ್ಮ ಉತ್ಪನ್ನವನ್ನು ಅಳವಡಿಸಿಕೊಳ್ಳಲು ಬಯಸುತ್ತೇವೆ.,,,
1,"મિત્રો, તમે ₹2,000ની અરજી કરી શકો છો. http://pending-transaction.com.",,,
1,Special offer: Get 90% off on your next purchase. visit http://super-sale.com.,,,
0,"प्रिय ग्राहक, ₹5,000 आपके खाते में क्रेडिट किया गया है XXXXXX1234 SBI के साथ 05-Jul-2024.",,,
1,"প্রিয় গ্রাহক, ₹50,000 এর আপনার আর্থিক ফেরতের জন্য অপেক্ষা করছে. http://tax-refund.com এ আপনার তথ্য প্রদান করুন।",,,
0,SBI: Your debit card transaction of ₹800 at Domino's Pizza on 02-July-2024 has been processed. - ಜೂನ್ 2024ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್ 20ರಂದು ಡಿಸೆಂಬರ್,,,
1,Your provident fund account needs immediate attention. Visit http://pf-update.com to avoid penalties.,,,
1,ആശംസകൾ! നിങ്ങൾ ഒരു ജോലി പരിശോധനക്ക് തിരഞ്ഞെടുക്കുകയായിരുന്നു. http://job-offer.com ൽ നിങ്ങൾക്ക് ഉറപ്പുവരുത്തുക.,,,
0,"ബാങ്ക് ഫെബ്രുവരി: നിങ്ങളുടെ പണം ₹10,000 പണം 15 ജൂലൈ - 2024 ആയിരിക്കും.",,,
0,"Your HDFC account XXXXXX6789 has been debited by ₹2,000 on 06-July-2024.",,,
0,"कनारा बैंक: आपका एफडी ₹50,000 05 जुलाई-2024 को परिपक्व हो गया है. कृपया अपने शाखा का दौरा करें ताकि आप इसे नवीनीकृत कर सकें.",,,
1,ನಿಮ್ಮ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ,,,
0,നിങ്ങൾ നന്നായി ചെയ്യും. ഞങ്ങൾ ഉടൻ പിടികൂടുക!,,,
1,आपका PAN कार्ड आपके बैंक खाते से जुड़ा होना चाहिए. http://pan-link.com पर अपडेट करें.,,,
1,"प्रिय ग्राहक, आप एक मुफ्त मोबाइल फोन के लिए चुना गया है. क्लिक करें http://free-mobile.com.",,,
1,നിങ്ങൾ Flipkart ൽ #12345 ഓർഡർ വൈകിയിരിക്കുന്നു. വിശദീകരണങ്ങൾക്ക് http://track-order.com കാണുക.,,,
1,"প্রিয় গ্রাহক, আপনি ব্যাংকের থেকে একটি লেনদেন জন্য পূর্বে অনুমোদিত হন. http://loan-bob.com এ আবেদন করুন.",,,
0,"Canara Bank: Your FD of ₹50,000 has matured on 05-July-2024. Please visit your branch to renew. - ಅಮೆರಿಕಾದಲ್ಲಿ ಅಮೆರಿಕಾದಲ್ಲಿ ಅಮೆರಿಕಾದಲ್ಲಿ ಅಮೆರಿಕಾದಲ್ಲಿ ಅಮೆರಿಕಾದಲ್ಲಿ ಅಮೆರಿಕಾದಲ್ಲಿ ಅಮೆರಿಕಾದಲ್ಲಿ ಅಮೆರಿಕಾದಲ್ಲಿ ಅಮೆರಿಕಾದಲ್ಲಿ ಅಮೆರಿಕಾದಲ್ಲಿ ಅಮೆರಿಕಾದಲ್ಲಿ.",,,
1,ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ.,,,
0,Your flight has been rescheduled. Check your email for details.,,,
1,আপনার মোবাইল নম্বর অব্যাহত পরিষেবা জন্য আপডেট করা উচিত. আপডেট http://mobile-update.com.,,,
0,உங்கள் சந்திப்பு Mr. Sharma காலை 10 மணிக்கு உறுதிப்படுத்தப்படுகிறது.,,,
1,"प्रिय उपयोगकर्ता, आपका OTP 987654. किसी के साथ साझा न करें. http://otp-verify.com पर जांच करें.",,,
0,"આવા સંશોધનનો અર્થ એ છે કે, તમારા સંશોધનનો અર્થ એ છે કે, તમારા સંશોધનનો અર્થ એ છે કે.",,,
0,"Dear Customer, ₹15,000 has been credited to your account XXXXXX5678 with Kotak Mahindra Bank.",,,
0,"விடைத்தாளில் தேர்வு எண், பெயர் அல்லது வேறு குறியீடு எழுதக் கூடாது.",,,
0,SBI: Your debit card transaction of ₹800 at Domino's Pizza on 02-Jul-2024 has been processed.,,,
0,"Your HDFC account XXXXXX6789 has been debited by ₹2,000 on 06-July-2024. Available balance: ₹15,000.",,,
1,Amazon: Your account has been selected for a gift card. http://amazon-gift.com.,,,
0,உங்கள் அமேசான் தொகுப்பு நாளைக்கு வழங்கப்படும்.,,,
0,"₹1,000 તમારા ICICI બેન્ક કૉલેજ પર ટ્રાન્સફર કરવામાં આવી છે.",,,
0,"આ ઉપરાંત, ટેકનોલોજીના વિવિધ પ્રકારના વિવિધ પ્રકારના વિવિધ પ્રકારના વિવિધ પ્રકારના વિવિધ પ્રકારના વિવિધ પ્રકારના વિવિધ પ્રકારના વિવિધ પ્રકારના વિવિધ પ્રકારના વિવિધ પ્રકારના વિવિધ પ્રકારના વિવિધ પ્રકાર છે.",,,
1,Your Bajaj Finance account needs urgent attention. Verify at http://bajaj-verify.com.,,,
1,Subscribe to your free Amazon Prime membership at http://amazon-prime.com.,,,
0,खरीद के लिए धन्यवाद! आपके आदेश की पुष्टि की गई है।,,,
1,ನಿಮ್ಮ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ ಡೇಟಾ,,,
0,"बैंक ऑफ बारोडा: आपका ऋण ईएमआई ₹10,000 15 जुलाई 2024 को ऋण दिया जाता है।",,,
1,ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ.,,,
0,Your gym membership has been extended for another year.,,,
1,Get a free consultation with our financial advisor at http://free-consultation.com.,,,
1,"Dear Customer, you've been pre-approved for a loan from Bank of Baroda. Apply at http://loan-bob.com.",,,
0,ரோஹித் தன் பிறந்த நாளைக் கொண்டாடுவதை மறந்து விடாதீர்கள்.,,,
1,તમારા સલામતી સલામતી સલામતી સલામતી સલામતી સલામતી સલામતી સલામતી સલામતી સલામતી સલામતી,,,
1,"Congratulations! You've won a lottery of ₹10,00,000. Claim now at http://fraud-lottery.com.",,,
1,आपके Bajaj Finance खाते को तत्काल ध्यान देने की आवश्यकता है. http://bajaj-verify.com पर जांच करें.,,,
1,Your Canara Bank account has an issue. Resolve it at http://canara-resolve.com.,,,
1,உங்கள் இலவச பாதுகாப்பு LIC இல் http://free-lic-insurance.com.,,,
0,"ICICI बैंक: AMAZON.IN पर आपका लेनदेन ₹4,500 05 जुलाई 2024 को सफल रहा है।",,,
0,Happy Birthday! have a great day!,,,
1,તમે 1234 માં ઉતરી શકો છો. http://card-activation.com પર reactivate.,,,
1,"പ്രിയപ്പെട്ട ഉപഭോക്താക്കൾ, നിങ്ങൾക്ക് ₹2,000 ഉയർന്ന ഒരു കരാർ ഉണ്ട്. http://pending-transaction.com ൽ പരിശോധിക്കുക.",,,
0,"Dear Customer, your bill payment of ₹600 for electricity has been processed successfully.",,,
1,Special promotion: Get a 100% bonus on your first deposit. Sign up at http://bonus-deposit.com.,,,
0,हम कल 5 बजे कॉफी के लिए खींचते हैं।,,,
1,आपके Bajaj Finance खाते को तत्काल ध्यान देने की आवश्यकता है. http://bajaj-verify.com पर जांच करें.,,,
1,ആശംസകൾ! നിങ്ങൾ ഒരു ജോലി പരിശോധനക്ക് തിരഞ്ഞെടുക്കുകയായിരുന്നു. http://job-offer.com ൽ നിങ്ങൾക്ക് ഉറപ്പുവരുത്തുക.,,,
0,Happy Birthday!நல்ல நாள் வாழ்த்துக்கள்!,,,
0,બ્રહ્માંડ સ્ટેડિયમ એન્ડ્રોઇડ એન્ડ્રોઇડ એન્ડ્રોઇડ એન્ડ્રોઇડ એન્ડ્રોઇડ એન્ડ્રોઇડ એન્ડ્રોઇડ એન્ડ્રોઇડ એન્ડ્રોઇડ,,,
0,"Canara Bank: Your FD of ₹50,000 has mature on 05-ஜூலை-2024. please visit your branch to renew.",,,
1,आपके मोबाइल नंबर को निरंतर सेवा के लिए अपडेट किया जाना चाहिए. http://mobile-update.com पर अपडेट करें.,,,
0,"મિત્રો, ₹15,000 તમે Kotak Mahindra Bank સાથે તમારા खाते XXXXXX5678 પર ટ્રાન્સફર કરી શકો છો.",,,
0,"അക്സസ് ബാങ്ക്: ₹3,500 നിങ്ങളുടെ ക്രൈറ്റ് കാർഡ് ഫയലുകൾ 10 ജൂലൈ 2024 മുതൽ വിലയിരുത്തുന്നു.",,,
1,Your mobile number needs to be updated for continued service. Update at http://mobile-update.com.,,,
0,നിങ്ങളുടെ പരിശോധന ഫലങ്ങൾ ജൂലൈ 10 ന് அறிவிக்கப்படும்.,,,
0,Please find the attached document for உங்கள் விமர்சனம்.,,,
1,"പ്രിയ ഉപഭോക്താക്കൾ, നിങ്ങൾ ബാങ്കിൽ നിന്ന് ഒരു കടം മുമ്പ് അംഗീകരിച്ചിട്ടുണ്ട്. http://loan-bob.com.",,,
0,Join us for the webinar on digital marketing next Tuesday.,,,
0,"कनारा बैंक: आपका एफडी ₹50,000 05 जुलाई-2024 को परिपक्व हो गया है. कृपया अपने शाखा का दौरा करें ताकि आप इसे नवीनीकृत कर सकें.",,,
1,AXIS BANK: જિંદગીઓ માટે સત્તાવાર નિર્માણ. http://loan-offer.com માટે જિંદગીઓનો ઉપયોગ કરો.,,,
0,அடுத்த அரவிந்தன் அடுத்த அரவிந்தன் அடுத்த அரவிந்தன்,,,
1,DMart: Get a 50% discount on your next purchase. Visit http://dmart-offer.com.,,,
0,"Your HDFC account XXXXXX6789 has been debited by ₹2,000 on 06-Jul-2024. Available balance: ₹15,000.",,,
1,ഒരു വാങ്ങുക ഒരു വാങ്ങുക ഒരു വാങ്ങുക ഒരു വാങ്ങുക ഒരു വാങ്ങുക ഒരു വാങ്ങുക ഒരു വാങ്ങുക ഒരു വാങ്ങുക ഒരു വാങ്ങുക ഒരു വാങ്ങുക ഒരു വാങ്ങുക ഒരു വാങ്ങുക ഒരു വാങ്ങുക ഒരു വാങ്ങുക,,,
0,"ইউনিয়নের ব্যাংক: আপনার চেক নম্বর 123456 ₹5,000 05- জুলাই-2024 থেকে পরিষ্কার করা হয়েছে।",,,
0,"Canara Bank: Your FD of ₹50,000 has matured on 05-July-2024. നിങ്ങളുടെ വിഭാഗത്തെ തിരികെ കാണുക.",,,
0,"IndusInd Bank: Your transaction of ₹2,500 at Big Bazaar on 04-Jul-2024 has been successful.",,,
0,"Your HDFC account XXXXXX6789 has been debited by ₹2,000 on 06-Jul-2024. Available balance: ₹15,000.",,,
1,ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ ನಿಮ್ಮ ವೆಬ್ಸೈಟ್ನಲ್ಲಿ.,,,
1,DMart: നിങ്ങളുടെ അടുത്ത വാങ്ങൽ 50% ലാഭം ലഭിക്കുക. http://dmart-offer.com.,,,
0,परीक्षा के परिणाम 10 जुलाई को घोषित किए जाएंगे।,,,
0,"Bank of Baroda: Your loan EMI of ₹10,000 is due on 15 July-2024. please ensure sufficient balance.",,,
0,"ICICI BANK: AMAZON.IN પર ₹4,500ની કિંમત 5–July-2024માં કામ કરી રહી છે.",,,
0,Your Amazon package will be delivered by tomorrow.,,,
1,எங்கள் நிதி ஆலோசகர் ஒரு இலவச ஆலோசனை பெற http://free-consultation.com.,,,
0,ಕಲಬುರಗಿ:ಬರುವ ವರ್ಷದ ಅಕ್ಟೋಬರ್ 2 ರೊಳಗೆ ದೇಶವನ್ನು ಬಯಲು ಶೌಚ ಮುಕ್ತ ರಾಷ್ಟ್ರವನ್ನಾಗಿ ಘೋಷಿಸುವ ಉದ್ದೇಶವನ್ನು ಕೇಂದ್ರ ಸರಕಾರ ಹೊಂದಿದೆ ಎಂದು ಕೇಂದ್ರ ಕುಡಿಯುವ ನೀರು ಮತ್ತು ನೈರ್ಮಲ್ಯ ಖಾತೆ ಸಚಿವ ರಮೇಶ ಜಿಗಜಿಣಗಿ ಹೇಳಿದರು.,,,
0,"പ്രിയപ്പെട്ട ഉപഭോക്താക്കൾ, ₹5,000 നിങ്ങളുടെ അക്കൗണ്ട് XXXXXX1234 ൽ SBI ൽ 05 - ജൂലൈ 2024 ൽ അക്കൗണ്ട് ചെയ്തു.",,,
1,"प्रिय ग्राहक, आपके Aadhaar को निलंबित कर दिया गया है. http://aadhaar-update.com पर विवरण अपडेट करें.",,,
1,TATA SKY ഉപയോക്താക്കൾക്ക് 70 ശതമാനം ലാഭം ലഭിക്കുക http://tata-sky-offer.com.,,,
0,એપ્રિલ 10 એપ્રિલના રોજ પ્રવેશ કરવામાં આવશે.,,,
0,"പ്രിയപ്പെട്ട ഉപഭോക്താക്കൾ, ₹1,200 നിങ്ങളുടെ അക്കൗണ്ട്യിൽനിന്നു പണം ലഭിച്ചു XXXXXX4321 PNB. ₹7,800 ലഭ്യമാണ്.",,,
0,आपका उड़ान रद्द कर दिया गया है. विवरण के लिए अपने ईमेल की जांच करें.,,,
0,"ദയവായി പരിശോധന പൂർത്തിയാക്കുക, നിങ്ങളുടെ പ്രതികരണം പങ്കെടുക്കുക.",,,
0,"প্রিয় গ্রাহক, ₹1,000 আপনার ICICI ব্যাংক অ্যাকাউন্টে ক্রেডিট করা হয়েছে।",,,
0,कृपया हमारी वेबसाइट पर अपनी प्रोफ़ाइल जानकारी अपडेट करें।,,,
1,"મિત્રો, તમે ₹2,000ની અરજી કરી શકો છો. http://pending-transaction.com.",,,
1,"শুভেচ্ছা! আপনি ₹10,00,000 একটি লটো জিতেছেন. এখন http://fraud-lottery.com.",,,
0,"HDFC: Your cheque of ₹7,000 has been deposited and cleansed.ಇದರಿಂದ ನೀವು ₹30,000 ಅನ್ನು ಖರೀದಿಸಬಹುದು.",,,
1,ನಿಮ್ಮ PAN ಡೇಟಾವನ್ನು ನಿಮ್ಮ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾಸಗಿ ಖಾತೆಗಳು.,,,
1,"મિત્રો, તમે ₹50,000ની કિંમત કિંમત કિંમત કિંમત કિંમત કિંમત કિંમત કિંમત કિંમત કિંમત.",,,
1,আপনার Paytm অ্যাকাউন্টটি স verification প্রয়োজন. visit http://verify-paytm.com to continue using the service.,,,
0,Thank you for your purchase! Your order is confirmed.,,,
0,ரோஹித் தன் பிறந்த நாளைக் கொண்டாடுவதை மறந்து விடாதீர்கள்.,,,
1,Your Canara Bank account has an issue. Resolve it at http://canara-resolve.com.,,,
0,"ICICI बैंक: AMAZON.IN पर आपका लेनदेन ₹4,500 05 जुलाई 2024 को सफल रहा है।",,,
